query_token,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13
token_14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_15,0.5,0.498046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_16,0.337890625,0.326171875,0.333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_17,0.060546875,0.056884765625,0.326171875,0.5546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_18,0.03564453125,0.044189453125,0.1650390625,0.1806640625,0.57421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_19,0.032958984375,0.032958984375,0.1484375,0.1484375,0.3046875,0.333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_20,0.03466796875,0.06298828125,0.193359375,0.11376953125,0.1708984375,0.2060546875,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_21,0.014892578125,0.02099609375,0.058837890625,0.10986328125,0.1328125,0.298828125,0.193359375,0.169921875,0.0,0.0,0.0,0.0,0.0,0.0
token_22,0.036376953125,0.061767578125,0.130859375,0.10498046875,0.1484375,0.11181640625,0.06787109375,0.0771484375,0.259765625,0.0,0.0,0.0,0.0,0.0
token_23,0.001922607421875,0.0033721923828125,0.0283203125,0.0125732421875,0.02197265625,0.00433349609375,0.0033721923828125,0.00592041015625,0.03857421875,0.87890625,0.0,0.0,0.0,0.0
token_24,0.03466796875,0.04443359375,0.2197265625,0.0712890625,0.0830078125,0.0380859375,0.031494140625,0.050537109375,0.103515625,0.050537109375,0.2734375,0.0,0.0,0.0
token_25,0.0216064453125,0.01531982421875,0.0908203125,0.060546875,0.080078125,0.03564453125,0.03564453125,0.0208740234375,0.0908203125,0.10986328125,0.298828125,0.140625,0.0,0.0
token_26,0.0023040771484375,0.0037994384765625,0.0247802734375,0.019287109375,0.0205078125,0.0205078125,0.0205078125,0.0150146484375,0.019287109375,0.01031494140625,0.07177734375,0.171875,0.6015625,0.0
token_27,0.037841796875,0.045654296875,0.1640625,0.109375,0.1689453125,0.10595703125,0.06640625,0.050048828125,0.045654296875,0.01904296875,0.05322265625,0.0260009765625,0.0284423828125,0.080078125
token_673,0.0213623046875,0.0341796875,0.119140625,0.0172119140625,0.056396484375,0.0213623046875,0.0291748046875,0.0291748046875,0.026611328125,0.00836181640625,0.03857421875,0.0166015625,0.04248046875,0.244140625,0.294921875
token_721,0.018310546875,0.0302734375,0.07958984375,0.06591796875,0.12353515625,0.07958984375,0.04833984375,0.042724609375,0.06591796875,0.02587890625,0.07958984375,0.01953125,0.033203125,0.06591796875,0.09033203125,0.130859375
token_769,0.02490234375,0.0281982421875,0.111328125,0.0361328125,0.0986328125,0.042236328125,0.032958984375,0.029052734375,0.0478515625,0.0194091796875,0.0654296875,0.01214599609375,0.0234375,0.0615234375,0.0478515625,0.134765625,0.18359375
token_817,0.017333984375,0.023681640625,0.064453125,0.036865234375,0.060546875,0.032470703125,0.0252685546875,0.02099609375,0.041748046875,0.02099609375,0.053466796875,0.01019287109375,0.006591796875,0.02099609375,0.032470703125,0.13671875,0.2890625,0.1064453125
