query_token,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33,token_34,token_35,token_36,token_37,token_38,token_39,token_40,token_41,token_42,token_43,token_44,token_45,token_46,token_47,token_48,token_49,token_50,token_51,token_52,token_53,token_54,token_55,token_56,token_57,token_58,token_59,token_60,token_61,token_62,token_63,token_64,token_65,token_66,token_67,token_68,token_69,token_70,token_71,token_72,token_73,token_74,token_75,token_76,token_77
token_27,0.01519775390625,0.1357421875,0.103515625,0.022216796875,0.026611328125,0.0225830078125,0.0184326171875,0.0189208984375,0.0240478515625,0.031982421875,0.04541015625,0.06201171875,0.04833984375,0.00799560546875,0.016845703125,0.0133056640625,0.01007080078125,0.057373046875,0.041015625,0.09912109375,0.0203857421875,0.0103759765625,0.01544189453125,0.01416015625,0.0162353515625,0.015380859375,0.0260009765625,0.06201171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_28,0.0013275146484375,0.0238037109375,0.041748046875,0.01171875,0.056396484375,0.052978515625,0.03515625,0.048095703125,0.0341796875,0.0274658203125,0.036865234375,0.0400390625,0.072265625,0.016357421875,0.0283203125,0.0291748046875,0.0126953125,0.055419921875,0.025634765625,0.043212890625,0.050537109375,0.02685546875,0.03369140625,0.03271484375,0.0306396484375,0.020751953125,0.0213623046875,0.0400390625,0.050537109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_29,0.00110626220703125,0.01385498046875,0.0252685546875,0.004638671875,0.042724609375,0.038330078125,0.03271484375,0.051513671875,0.044677734375,0.0291748046875,0.029541015625,0.0255126953125,0.059326171875,0.014404296875,0.03173828125,0.037109375,0.018310546875,0.060302734375,0.0235595703125,0.02587890625,0.05224609375,0.03271484375,0.03955078125,0.038330078125,0.053955078125,0.02978515625,0.021484375,0.0302734375,0.056640625,0.035400390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_30,0.004150390625,0.03759765625,0.0712890625,0.00860595703125,0.0308837890625,0.0291748046875,0.031982421875,0.043212890625,0.05126953125,0.04052734375,0.03759765625,0.0291748046875,0.04443359375,0.0115966796875,0.0269775390625,0.0291748046875,0.02099609375,0.05712890625,0.0296630859375,0.039306640625,0.031494140625,0.0196533203125,0.032470703125,0.027587890625,0.039306640625,0.0260009765625,0.023681640625,0.0380859375,0.031982421875,0.0233154296875,0.031494140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_31,0.00133514404296875,0.01171875,0.032958984375,0.005767822265625,0.035400390625,0.028076171875,0.0308837890625,0.04638671875,0.05859375,0.04150390625,0.044921875,0.032958984375,0.045654296875,0.0098876953125,0.0185546875,0.02880859375,0.0205078125,0.055908203125,0.040771484375,0.044921875,0.0322265625,0.018798828125,0.03173828125,0.0294189453125,0.04931640625,0.034912109375,0.0303955078125,0.04345703125,0.034423828125,0.0185546875,0.0247802734375,0.0164794921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_32,0.0023651123046875,0.020263671875,0.0174560546875,0.007232666015625,0.02685546875,0.015869140625,0.0218505859375,0.034423828125,0.04736328125,0.035888671875,0.03369140625,0.0185546875,0.02783203125,0.00848388671875,0.01495361328125,0.0294189453125,0.0213623046875,0.052001953125,0.0238037109375,0.03125,0.032958984375,0.020751953125,0.025390625,0.028076171875,0.05810546875,0.036376953125,0.0233154296875,0.0322265625,0.038818359375,0.0240478515625,0.0208740234375,0.017333984375,0.150390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_33,0.00139617919921875,0.00982666015625,0.0115966796875,0.00360107421875,0.0264892578125,0.0157470703125,0.022705078125,0.02783203125,0.04296875,0.0458984375,0.052001953125,0.02783203125,0.031005859375,0.009033203125,0.0126953125,0.022705078125,0.018798828125,0.04443359375,0.037353515625,0.049560546875,0.022705078125,0.01708984375,0.024169921875,0.022705078125,0.04052734375,0.03515625,0.033447265625,0.052001953125,0.031005859375,0.0185546875,0.02001953125,0.01263427734375,0.12060546875,0.0361328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_34,0.0032958984375,0.025634765625,0.020751953125,0.005279541015625,0.029052734375,0.0189208984375,0.0169677734375,0.0235595703125,0.028564453125,0.033935546875,0.04052734375,0.03759765625,0.0400390625,0.00799560546875,0.01556396484375,0.019775390625,0.01336669921875,0.06005859375,0.03662109375,0.05810546875,0.0299072265625,0.0172119140625,0.017578125,0.024658203125,0.035888671875,0.0274658203125,0.0322265625,0.04736328125,0.036865234375,0.0189208984375,0.018310546875,0.010498046875,0.08349609375,0.0322265625,0.0322265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_35,0.01214599609375,0.12353515625,0.1533203125,0.029541015625,0.019775390625,0.018310546875,0.017822265625,0.01495361328125,0.018310546875,0.030517578125,0.04833984375,0.043212890625,0.035888671875,0.0069580078125,0.01214599609375,0.009521484375,0.007293701171875,0.038330078125,0.030517578125,0.076171875,0.01214599609375,0.006011962890625,0.01031494140625,0.0096435546875,0.00823974609375,0.01007080078125,0.0216064453125,0.046142578125,0.01190185546875,0.006622314453125,0.01373291015625,0.004486083984375,0.0225830078125,0.00994873046875,0.01043701171875,0.0498046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_36,0.00122833251953125,0.0220947265625,0.03662109375,0.0106201171875,0.0478515625,0.0390625,0.028564453125,0.043701171875,0.029541015625,0.023681640625,0.0303955078125,0.02734375,0.053466796875,0.0142822265625,0.0224609375,0.0262451171875,0.011474609375,0.041015625,0.01507568359375,0.030029296875,0.037353515625,0.0233154296875,0.025390625,0.0240478515625,0.0260009765625,0.0159912109375,0.01318359375,0.0262451171875,0.0390625,0.023681640625,0.02685546875,0.01348876953125,0.05029296875,0.01904296875,0.01190185546875,0.0277099609375,0.04150390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_37,0.00127410888671875,0.0181884765625,0.0228271484375,0.0047607421875,0.03125,0.02197265625,0.02490234375,0.0419921875,0.03759765625,0.0260009765625,0.0235595703125,0.01416015625,0.03369140625,0.01190185546875,0.023193359375,0.0302734375,0.0162353515625,0.035400390625,0.0111083984375,0.01806640625,0.03125,0.0240478515625,0.0279541015625,0.0240478515625,0.038330078125,0.0196533203125,0.01165771484375,0.0186767578125,0.035888671875,0.0284423828125,0.0255126953125,0.01397705078125,0.091796875,0.0223388671875,0.0162353515625,0.02294921875,0.036376953125,0.06298828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_38,0.00182342529296875,0.0198974609375,0.0751953125,0.01019287109375,0.034912109375,0.033935546875,0.026611328125,0.037353515625,0.040283203125,0.033447265625,0.037353515625,0.034423828125,0.037841796875,0.00848388671875,0.0189208984375,0.0198974609375,0.0126953125,0.038330078125,0.0230712890625,0.03955078125,0.0213623046875,0.0125732421875,0.0203857421875,0.0164794921875,0.025146484375,0.0174560546875,0.018310546875,0.027099609375,0.019287109375,0.0125732421875,0.0177001953125,0.0086669921875,0.068359375,0.0181884765625,0.01318359375,0.033447265625,0.022216796875,0.037841796875,0.005126953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_39,0.00171661376953125,0.0126953125,0.08544921875,0.0115966796875,0.033447265625,0.02490234375,0.0216064453125,0.033447265625,0.033447265625,0.03564453125,0.042236328125,0.03564453125,0.031494140625,0.007293701171875,0.0115966796875,0.02099609375,0.01092529296875,0.042236328125,0.023681640625,0.037353515625,0.02294921875,0.01165771484375,0.0164794921875,0.0186767578125,0.029052734375,0.02001953125,0.018798828125,0.031494140625,0.017822265625,0.01043701171875,0.0140380859375,0.00848388671875,0.06884765625,0.0196533203125,0.0140380859375,0.0361328125,0.020263671875,0.033447265625,0.00421142578125,0.026123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_40,0.002349853515625,0.017578125,0.0233154296875,0.00653076171875,0.023681640625,0.0140380859375,0.0184326171875,0.0303955078125,0.039306640625,0.03369140625,0.031494140625,0.0174560546875,0.021484375,0.0067138671875,0.01226806640625,0.0233154296875,0.0166015625,0.035888671875,0.0172119140625,0.0283203125,0.021484375,0.01422119140625,0.017578125,0.019287109375,0.039306640625,0.025146484375,0.0172119140625,0.024169921875,0.0240478515625,0.0159912109375,0.01422119140625,0.01068115234375,0.1083984375,0.028076171875,0.0245361328125,0.03466796875,0.02099609375,0.03466796875,0.005523681640625,0.024169921875,0.055419921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_41,0.004608154296875,0.02685546875,0.031494140625,0.005462646484375,0.02001953125,0.01556396484375,0.017333984375,0.0228271484375,0.03369140625,0.041259765625,0.042724609375,0.0289306640625,0.0264892578125,0.00714111328125,0.01416015625,0.0167236328125,0.01544189453125,0.038330078125,0.0281982421875,0.04833984375,0.01519775390625,0.0107421875,0.014892578125,0.01544189453125,0.0223388671875,0.020751953125,0.0252685546875,0.034912109375,0.017822265625,0.01226806640625,0.01416015625,0.0067138671875,0.0703125,0.021484375,0.026123046875,0.0556640625,0.0166015625,0.024658203125,0.00421142578125,0.0189208984375,0.040771484375,0.025146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_42,0.008544921875,0.04931640625,0.09814453125,0.020751953125,0.0228271484375,0.0157470703125,0.0201416015625,0.0213623046875,0.0262451171875,0.040283203125,0.057861328125,0.033935546875,0.027099609375,0.00787353515625,0.01287841796875,0.01483154296875,0.0093994140625,0.032958984375,0.0235595703125,0.064453125,0.01361083984375,0.00787353515625,0.0113525390625,0.01361083984375,0.01385498046875,0.013427734375,0.0174560546875,0.040283203125,0.01312255859375,0.00848388671875,0.0118408203125,0.005462646484375,0.04150390625,0.01190185546875,0.013916015625,0.041015625,0.01361083984375,0.0174560546875,0.00396728515625,0.0140380859375,0.023681640625,0.01495361328125,0.0250244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_43,0.006561279296875,0.07421875,0.0791015625,0.01531982421875,0.0228271484375,0.0174560546875,0.0162353515625,0.0174560546875,0.021484375,0.032958984375,0.043701171875,0.037841796875,0.03515625,0.00726318359375,0.01373291015625,0.01177978515625,0.00897216796875,0.0361328125,0.0233154296875,0.0615234375,0.01318359375,0.0084228515625,0.01116943359375,0.0098876953125,0.0128173828125,0.01220703125,0.0191650390625,0.03857421875,0.01531982421875,0.00982666015625,0.01373291015625,0.00457763671875,0.036865234375,0.01220703125,0.01507568359375,0.0478515625,0.0135498046875,0.017333984375,0.0035400390625,0.013427734375,0.02099609375,0.013427734375,0.033447265625,0.0205078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_44,0.000736236572265625,0.0107421875,0.0458984375,0.01080322265625,0.05908203125,0.048828125,0.0269775390625,0.04248046875,0.0230712890625,0.0224609375,0.031494140625,0.035888671875,0.0537109375,0.012939453125,0.0166015625,0.0234375,0.0076904296875,0.0291748046875,0.01336669921875,0.0301513671875,0.0311279296875,0.0169677734375,0.018310546875,0.0203857421875,0.0172119140625,0.01116943359375,0.01025390625,0.0238037109375,0.0262451171875,0.013671875,0.0185546875,0.00970458984375,0.02783203125,0.0111083984375,0.006561279296875,0.0189208984375,0.0269775390625,0.03515625,0.00506591796875,0.0220947265625,0.01611328125,0.00732421875,0.0230712890625,0.0093994140625,0.0269775390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_45,0.0006256103515625,0.0054931640625,0.029541015625,0.00445556640625,0.043701171875,0.03515625,0.025634765625,0.043701171875,0.028564453125,0.0240478515625,0.0277099609375,0.0225830078125,0.041015625,0.01129150390625,0.0157470703125,0.0281982421875,0.01019287109375,0.031494140625,0.0125732421875,0.01708984375,0.0308837890625,0.0184326171875,0.0196533203125,0.02197265625,0.0277099609375,0.01556396484375,0.00994873046875,0.0181884765625,0.025634765625,0.01556396484375,0.017333984375,0.01165771484375,0.048583984375,0.016357421875,0.00921630859375,0.0166015625,0.025634765625,0.041748046875,0.005584716796875,0.0264892578125,0.0260009765625,0.01007080078125,0.029541015625,0.0087890625,0.0281982421875,0.0157470703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_46,0.0108642578125,0.04052734375,0.173828125,0.0213623046875,0.0203857421875,0.02392578125,0.0203857421875,0.027099609375,0.027099609375,0.033203125,0.03515625,0.026611328125,0.027099609375,0.00921630859375,0.01434326171875,0.0164794921875,0.0120849609375,0.0274658203125,0.018310546875,0.03173828125,0.012451171875,0.007537841796875,0.0133056640625,0.01239013671875,0.01025390625,0.010498046875,0.0140380859375,0.0225830078125,0.009521484375,0.00787353515625,0.0137939453125,0.005584716796875,0.025390625,0.0091552734375,0.00836181640625,0.0206298828125,0.0098876953125,0.01708984375,0.0031890869140625,0.01434326171875,0.0164794921875,0.0133056640625,0.0208740234375,0.010986328125,0.0111083984375,0.0078125,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_47,0.001983642578125,0.01422119140625,0.05078125,0.00933837890625,0.0267333984375,0.0260009765625,0.0233154296875,0.03662109375,0.038330078125,0.037841796875,0.042724609375,0.0308837890625,0.0308837890625,0.00799560546875,0.01434326171875,0.017822265625,0.01287841796875,0.020263671875,0.025146484375,0.045654296875,0.01123046875,0.007568359375,0.0159912109375,0.0135498046875,0.01422119140625,0.01324462890625,0.0167236328125,0.028076171875,0.01141357421875,0.007568359375,0.01324462890625,0.00677490234375,0.040771484375,0.012451171875,0.01068115234375,0.0294189453125,0.0115966796875,0.0164794921875,0.0033721923828125,0.017822265625,0.023681640625,0.0157470703125,0.017822265625,0.014892578125,0.0137939453125,0.00830078125,0.07177734375,0.017822265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_48,0.0013580322265625,0.0074462890625,0.01318359375,0.002716064453125,0.024658203125,0.01470947265625,0.0189208984375,0.031982421875,0.03466796875,0.03369140625,0.03515625,0.0169677734375,0.0234375,0.00726318359375,0.01239013671875,0.0238037109375,0.0140380859375,0.0311279296875,0.016357421875,0.022705078125,0.0177001953125,0.01239013671875,0.01422119140625,0.0174560546875,0.0301513671875,0.020751953125,0.01361083984375,0.0220947265625,0.0179443359375,0.01220703125,0.01171875,0.00897216796875,0.07568359375,0.022705078125,0.0179443359375,0.0250244140625,0.01513671875,0.025390625,0.004547119140625,0.0194091796875,0.0400390625,0.0174560546875,0.02880859375,0.0137939453125,0.019775390625,0.01141357421875,0.03515625,0.020751953125,0.02099609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_49,0.0018157958984375,0.0086669921875,0.01446533203125,0.003265380859375,0.023681640625,0.012939453125,0.0159912109375,0.025146484375,0.0294189453125,0.03564453125,0.03955078125,0.021240234375,0.0244140625,0.00689697265625,0.010009765625,0.0198974609375,0.0126953125,0.034423828125,0.01904296875,0.0308837890625,0.0157470703125,0.01141357421875,0.01226806640625,0.0155029296875,0.025634765625,0.0196533203125,0.0150146484375,0.0277099609375,0.017333984375,0.010986328125,0.01068115234375,0.00732421875,0.0673828125,0.0208740234375,0.0205078125,0.0322265625,0.01470947265625,0.023681640625,0.003570556640625,0.0162353515625,0.0361328125,0.017578125,0.03564453125,0.0167236328125,0.0196533203125,0.0107421875,0.0299072265625,0.017822265625,0.0186767578125,0.0184326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_50,0.03125,0.07861328125,0.3984375,0.035400390625,0.01080322265625,0.01177978515625,0.01312255859375,0.0103759765625,0.011474609375,0.021484375,0.035400390625,0.0250244140625,0.0189208984375,0.005401611328125,0.0091552734375,0.006378173828125,0.004608154296875,0.01708984375,0.01385498046875,0.034912109375,0.005615234375,0.0027618408203125,0.005218505859375,0.00494384765625,0.00311279296875,0.004364013671875,0.009033203125,0.0201416015625,0.0037994384765625,0.0027923583984375,0.006622314453125,0.0019989013671875,0.00848388671875,0.003509521484375,0.00384521484375,0.01495361328125,0.00390625,0.005340576171875,0.0018768310546875,0.0050048828125,0.006011962890625,0.00604248046875,0.01104736328125,0.0087890625,0.004364013671875,0.002685546875,0.017333984375,0.0052490234375,0.002838134765625,0.0047607421875,0.0201416015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_51,0.010498046875,0.0771484375,0.373046875,0.06591796875,0.015869140625,0.01458740234375,0.00823974609375,0.0081787109375,0.007415771484375,0.015869140625,0.0301513671875,0.04833984375,0.0181884765625,0.0029296875,0.004058837890625,0.004119873046875,0.0021514892578125,0.01275634765625,0.0126953125,0.06884765625,0.004608154296875,0.0019989013671875,0.003204345703125,0.003570556640625,0.0026397705078125,0.00299072265625,0.006683349609375,0.02392578125,0.0035858154296875,0.00177764892578125,0.00421142578125,0.00140380859375,0.006317138671875,0.0026092529296875,0.0026092529296875,0.01556396484375,0.003753662109375,0.00421142578125,0.000804901123046875,0.004150390625,0.0038604736328125,0.003082275390625,0.00830078125,0.0062255859375,0.0040283203125,0.00189208984375,0.01348876953125,0.0035400390625,0.00164031982421875,0.0029449462890625,0.0250244140625,0.02392578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_52,0.005462646484375,0.037109375,0.1298828125,0.0235595703125,0.03076171875,0.038818359375,0.017822265625,0.027587890625,0.0194091796875,0.0213623046875,0.029296875,0.04345703125,0.0419921875,0.01123046875,0.016845703125,0.0157470703125,0.007598876953125,0.0242919921875,0.0152587890625,0.04150390625,0.0157470703125,0.00909423828125,0.01397705078125,0.01214599609375,0.00775146484375,0.0072021484375,0.01007080078125,0.0230712890625,0.012451171875,0.00836181640625,0.01385498046875,0.00555419921875,0.01544189453125,0.005462646484375,0.004608154296875,0.01409912109375,0.01220703125,0.014892578125,0.002777099609375,0.01080322265625,0.00970458984375,0.005950927734375,0.0103759765625,0.007171630859375,0.0108642578125,0.006439208984375,0.04833984375,0.01031494140625,0.004852294921875,0.005279541015625,0.019287109375,0.0186767578125,0.024658203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_53,0.0020294189453125,0.00872802734375,0.035400390625,0.006011962890625,0.03271484375,0.03173828125,0.0185546875,0.036376953125,0.0242919921875,0.0220947265625,0.023193359375,0.025390625,0.0380859375,0.0113525390625,0.01806640625,0.0274658203125,0.01043701171875,0.0306396484375,0.01171875,0.0189208984375,0.024658203125,0.0166015625,0.0172119140625,0.01953125,0.020751953125,0.0126953125,0.00872802734375,0.016845703125,0.0201416015625,0.01483154296875,0.01611328125,0.0111083984375,0.035400390625,0.01190185546875,0.007293701171875,0.01165771484375,0.0172119140625,0.0262451171875,0.00445556640625,0.0185546875,0.0189208984375,0.007568359375,0.0172119140625,0.005889892578125,0.0169677734375,0.01104736328125,0.04541015625,0.016357421875,0.0113525390625,0.00885009765625,0.018310546875,0.01531982421875,0.027099609375,0.01519775390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_54,0.026123046875,0.07177734375,0.2431640625,0.022705078125,0.0133056640625,0.0166015625,0.01519775390625,0.017822265625,0.0179443359375,0.0240478515625,0.030029296875,0.02099609375,0.02490234375,0.008544921875,0.01263427734375,0.01055908203125,0.00872802734375,0.0186767578125,0.0145263671875,0.029541015625,0.0072021484375,0.00469970703125,0.00982666015625,0.00738525390625,0.004241943359375,0.00567626953125,0.009765625,0.0189208984375,0.005828857421875,0.004852294921875,0.0096435546875,0.0033111572265625,0.01141357421875,0.004058837890625,0.00482177734375,0.01220703125,0.005462646484375,0.00787353515625,0.002105712890625,0.00701904296875,0.00811767578125,0.00811767578125,0.00830078125,0.00799560546875,0.0057373046875,0.004150390625,0.033447265625,0.007293701171875,0.0037689208984375,0.00531005859375,0.0126953125,0.01611328125,0.01470947265625,0.0084228515625,0.0615234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_55,0.004486083984375,0.0150146484375,0.055908203125,0.013671875,0.022216796875,0.02294921875,0.01483154296875,0.0263671875,0.0233154296875,0.0289306640625,0.034423828125,0.034912109375,0.0263671875,0.0078125,0.01080322265625,0.0181884765625,0.0096435546875,0.0244140625,0.0186767578125,0.034912109375,0.01275634765625,0.00738525390625,0.01129150390625,0.01361083984375,0.01141357421875,0.010986328125,0.01263427734375,0.0233154296875,0.0096435546875,0.0067138671875,0.01019287109375,0.00640869140625,0.025146484375,0.00830078125,0.007171630859375,0.017578125,0.00848388671875,0.01190185546875,0.0024566650390625,0.011962890625,0.01458740234375,0.0087890625,0.013671875,0.0084228515625,0.00860595703125,0.00537109375,0.034423828125,0.01141357421875,0.007049560546875,0.00823974609375,0.028564453125,0.0186767578125,0.01708984375,0.0084228515625,0.0966796875,0.032958984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
