query_token,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13
token_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_1,1.0,8.381903171539307e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_2,1.0,1.2165401130914688e-08,1.6763806343078613e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_3,0.0007171630859375,0.11181640625,0.07373046875,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_4,0.01263427734375,0.0947265625,0.74609375,0.1005859375,0.047607421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_5,8.165836334228516e-06,0.00152587890625,0.0028533935546875,0.0023651123046875,0.984375,0.00909423828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_6,9.238719940185547e-06,0.0003490447998046875,0.0157470703125,0.00616455078125,0.9765625,0.00138092041015625,0.0003833770751953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_7,1.3783574104309082e-07,8.344650268554688e-06,0.00018978118896484375,0.000324249267578125,0.99609375,4.5299530029296875e-05,1.1444091796875e-05,0.004058837890625,0.0,0.0,0.0,0.0,0.0,0.0
token_8,0.0177001953125,0.033935546875,0.8515625,0.02197265625,0.0022430419921875,0.0146484375,0.0037078857421875,0.0234375,0.031005859375,0.0,0.0,0.0,0.0,0.0
token_9,4.202127456665039e-06,1.2576580047607422e-05,7.867813110351562e-06,0.00052642822265625,0.99609375,0.000141143798828125,0.000736236572265625,0.00159454345703125,0.00066375732421875,0.000942230224609375,0.0,0.0,0.0,0.0
token_10,0.0137939453125,0.1728515625,0.625,0.012939453125,0.0137939453125,0.048095703125,0.009033203125,0.048095703125,0.018798828125,0.0002899169921875,0.03759765625,0.0,0.0,0.0
token_11,0.0859375,0.443359375,0.00823974609375,0.01153564453125,9.298324584960938e-05,0.22265625,0.076171875,0.00885009765625,0.0021820068359375,0.0517578125,0.0023956298828125,0.08740234375,0.0,0.0
token_12,0.000705718994140625,0.060302734375,0.0004253387451171875,0.00112152099609375,0.003265380859375,0.142578125,0.546875,0.00150299072265625,0.00057220458984375,0.042724609375,0.000637054443359375,0.00010251998901367188,0.201171875,0.0
